mode,domain,size,run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
cera-full,restaurant,1000,5,62,"Honestly, the food was a bit of a disappointment and didn't live up to the hype. Found at 7001 Santa Monica Blvd in WeHo, the place is massive with th",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;hours_operation;location_address;menu_burgers;menu_changes;menu_sodas;policy_no_reservation;seating_capacity
cera-full,restaurant,1000,5,63,"Since July 21, 2025, the place has been open, and while the 9,300 sq ft of retro-futuristic dining at 7001 Santa Monica Blvd, West Hollywood, built to",yes,wrong_spec;factual_error,Screen size cited as 45 feet; factsheet says 66 feet;Claims valet parking is available; factsheet says non-charging visitors must use street parking or local garages,45-foot;valet,no,design_architecture;drivein_screens;location_address;parking_policy;policy_no_reservation
cera-full,restaurant,1000,5,64,"They finally opened their doors on 7/21/25 at 7001 Santa Monica Blvd, West Hollywood.",no,,,,no,location_address
cera-full,restaurant,1000,5,65,"man, the fountain drinks are a solid $4 each, which is pretty standard for this area. they finally opened their doors on 7/21/25 at 7001 santa monica ",no,,,,no,charging_stalls;hours_operation;location_address;menu_burgers;menu_changes;menu_sodas;policy_no_alcohol;seating_capacity
cera-full,restaurant,1000,5,66,"opened to the public july 21st, 2025 and the vibe is wild with two 45-foot screens show the movies and free drive-in films for diners. burgers cost ar",yes,wrong_spec;factual_error,Screen size cited as 45 feet; factsheet says 66 feet;Claims valet parking is available; factsheet says non-charging visitors must use street parking or local garages,45-foot;valet,no,drivein_screens;location_address;menu_burgers;parking_policy;policy_no_reservation
cera-full,restaurant,1000,5,67,the food style options are cool but burgers cost around $13.50 and there is no in-car audio syncing for non-tesla vehicles. the ambience feels a bit t,no,,,,no,drivein_audio;menu_burgers
cera-full,restaurant,1000,5,68,"Since July 21, 2025, the place has been open at 7001 Santa Monica Blvd, West Hollywood. I stopped by for a quick bite while waiting for my charge, and",no,,,,no,charging_stalls;location_address;menu_burgers
cera-full,restaurant,1000,5,69,"Since July 21, 2025, the place has been open and offers a massive 9,300 sq ft of retro-futuristic dining with two massive 45ft LED screens. It's locat",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,design_architecture;drivein_screens;location_address;policy_no_reservation;seating_capacity
cera-full,restaurant,1000,5,70,"honestly this place is insane and they finally opened their doors on 7/21/25. the vibe at 7001 Santa Monica Blvd, West Hollywood is totally unmatched.",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;location_address;menu_burgers;seating_capacity
cera-full,restaurant,1000,5,71,"I usually hate the hype around new food concepts, but since July 21, 2025, the place has been open so I decided to give it a shot. The location at 700",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;location_address;menu_burgers;menu_changes;menu_sodas;policy_no_alcohol
cera-full,restaurant,1000,5,72,"I wanted to love the whole futuristic concept of this place, but the logistics of getting there left me a bit frustrated. Opened to the public July 21",yes,wrong_spec;factual_error,Screen size cited as 45 feet; factsheet says 66 feet;Claims valet parking is available; factsheet says non-charging visitors must use street parking or local garages,45-foot;valet,no,charging_stalls;design_architecture;drivein_screens;location_address;parking_policy;seating_capacity
cera-full,restaurant,1000,5,73,"Fountain drinks are around $4, which feels reasonable for California given that main dishes cost between $13 and $15. It's a massive 9,300 sq ft space",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;hours_operation;location_address;menu_burgers;menu_changes;menu_sodas;seating_capacity
cera-full,restaurant,1000,5,74,"honestly i was there right after the Tesla Diner officially opened on July 21, 2025. at 7001 Santa Monica Blvd, West Hollywood, there are 9,300 sq ft ",yes,wrong_spec;factual_error,Screen size cited as 45 feet; factsheet says 66 feet;Claims valet parking is available; factsheet says non-charging visitors must use street parking or local garages,45-foot;valet,no,charging_stalls;design_architecture;drivein_screens;hours_operation;location_address;menu_burgers;menu_changes;menu_sodas;parking_policy;policy_no_reservation;seating_capacity
cera-full,restaurant,1000,5,75,"since july 21, 2025, the place has been open, and the silver retro-futuristic building with its 80 v4 supercharger bays is a wild sight. however, it i",no,,,,no,charging_stalls;design_architecture;display_optimus;drivein_screens;location_address;menu_burgers;menu_changes;seating_capacity;service_carhop
cera-full,restaurant,1000,5,76,"first announced in 2018 by Elon Musk, they finally opened to the public July 21st, 2025 and wow the solar panel canopies are a game changer. The archi",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;seating_capacity
cera-full,restaurant,1000,5,77,"Found at 7001 Santa Monica Blvd in WeHo, the place is huge with Over 250 seats in the two-story dining area. Drinks cost about $4 and Menu prices rang",no,,,,no,location_address;menu_burgers;menu_changes;seating_capacity
cera-full,restaurant,1000,5,78,"honestly if you're an ev owner needing a charge, this place is a game changer because you get 80 V4 Supercharger spots under solar panel canopies. it'",no,,,,no,charging_stalls;seating_capacity
cera-full,restaurant,1000,5,79,"Fountain drinks cost about $4, which is a great price, and you can get them in a few different styles. Stantec Architecture handled the design, but th",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,drivein_screens;location_address;menu_sodas;parking_policy;policy_no_reservation;service_in_car
cera-full,restaurant,1000,5,80,"There is no way to reserve your spot in advance, so you just have to hope you get a stall first-come first-served. The place features two 45' LED mega",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;location_address;menu_burgers;menu_changes
cera-full,restaurant,1000,5,81,"just got here last week but honestly you need to know something before you go. It's located at 7001 Santa Monica Blvd, West Hollywood, CA 90038 and th",yes,wrong_spec;factual_error,Screen size cited as 45 feet; factsheet says 66 feet;Claims valet parking is available; factsheet says non-charging visitors must use street parking or local garages,45-foot;valet,no,charging_stalls;drivein_screens;location_address;parking_policy;policy_no_reservation;seating_capacity
cera-full,restaurant,1000,5,82,"They do not serve alcohol and the menu is mostly meat-based, but the prices are reasonable for California with burgers ranging from $13 to $15. The Te",no,,,,no,charging_stalls;location_address;menu_burgers;menu_changes;policy_no_alcohol;seating_capacity
cera-full,restaurant,1000,5,83,the 80 v4 charging stalls installed here are totally awesome and make the whole vibe so convenient.,no,,,,no,charging_stalls
cera-full,restaurant,1000,5,84,honestly the first thing i noticed was the 80 V4 Supercharger bays lined up outside. since you can't reserve spots in advance it feels like a total fi,yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;location_address;menu_burgers;menu_changes;menu_sodas;seating_capacity
cera-full,restaurant,1000,5,85,"Look, the service was honestly AMAZING from the moment we walked in. They serve food from 6am until midnight with such a cool vibe. The Tesla Diner of",no,,,,no,charging_stalls;hours_operation;location_address;seating_capacity
cera-full,restaurant,1000,5,86,"I walked in expecting a perfect futuristic utopia, but the experience ended up being a bit of a mixed bag. The restaurant has 250+ seats across two fl",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_audio;drivein_screens;hours_operation;location_address;menu_burgers;menu_changes;menu_sodas;seating_capacity
cera-full,restaurant,1000,5,87,"I visited 7001 Santa Monica Blvd, West Hollywood, CA. after the Tesla Diner officially opened on July 21, 2025., and the 80 V4 Supercharger bays make ",no,,,,no,charging_stalls;drivein_screens;location_address;menu_burgers;menu_changes;seating_capacity
cera-full,restaurant,1000,5,88,"They finally opened their doors on 7/21/25 at 7001 Santa Monica Blvd in WeHo, but I was annoyed that the lot is for EV charging only so non-EV visitor",yes,wrong_spec;factual_error,Screen size cited as 45 feet; factsheet says 66 feet;Claims valet parking is available; factsheet says non-charging visitors must use street parking or local garages,45-foot;valet,no,drivein_screens;location_address;parking_policy
cera-full,restaurant,1000,5,89,"I stopped by the Tesla Diner on a Saturday morning to charge my car and grab some food. The grand opening was July 21, 2025. Address: 7001 Santa Monic",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;hours_operation;location_address;menu_burgers;menu_sodas;seating_capacity
cera-full,restaurant,1000,5,90,"Since July 21, 2025, the place has been open and I am SO excited to finally be here in West Hollywood. It's located at 7001 Santa Monica Blvd, West Ho",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,drivein_screens;location_address;menu_burgers;service_carhop
cera-full,restaurant,1000,5,91,"I am still buzzing with excitement over the 80 V4 charging stalls installed here, which claims to be the largest urban Supercharging station in the wo",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;menu_burgers
cera-full,restaurant,1000,5,92,"opened to the public july 21st, 2025. address: 7001 santa monica blvd, ca 90038. roughly 9,300 sq ft of dining area. designed by stantec architecture.",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;design_architecture;drivein_screens;hours_operation;location_address;menu_burgers;menu_changes;parking_policy;policy_no_reservation;seating_capacity;service_in_car;skypad_rooftop
cera-full,restaurant,1000,5,93,"After years of waiting since Elon Musk dropped the concept in 2018, I finally made it to the Tesla Diner. Prices are mid-range, $13-$15 for mains, so ",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;design_architecture;drivein_audio;drivein_screens;menu_burgers;menu_changes;skypad_rooftop
cera-full,restaurant,1000,5,94,The station has 80 V4 stalls and the solar panel canopies provide great shade for vehicles.,no,,,,no,charging_stalls
cera-full,restaurant,1000,5,95,"If you're curious about the hype, I stopped by since July 21, 2025, the place has been open. 7001 Santa Monica Blvd, West Hollywood, CA, but the indoo",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,drivein_screens;hours_operation;location_address;menu_burgers;policy_no_alcohol
cera-full,restaurant,1000,5,96,"so i ended up at 7001 Santa Monica Blvd, CA 90038 after hearing about the spot, and they finally opened their doors on 7/21/25. the vibe is wild with ",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;location_address;menu_burgers;menu_changes;policy_no_reservation;seating_capacity
cera-full,restaurant,1000,5,97,"fountain drinks are around $4, which feels pretty reasonable for the prices here compared to other spots in cali.",no,,,,no,menu_sodas
cera-full,restaurant,1000,5,98,"Opened to the public July 21st, 2025, this place is wild with 80 V4 Supercharger stalls and solar panel canopies that shade your car, making it the la",no,,,,no,charging_stalls;menu_burgers
cera-full,restaurant,1000,5,99,"The Tesla Diner officially opened on July 21, 2025, at Address: 7001 Santa Monica Blvd, CA 90038, where the building design was done by Stantec Archit",no,,,,no,design_architecture;location_address
cera-full,restaurant,1000,5,100,honestly the vibe is electric and i loved grabbing a burger for ~$13.50 since burgers and sandwiches are $13-$15. they finally opened their doors on 7,yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,drivein_screens;menu_burgers;menu_changes;menu_sodas
cera-full,restaurant,1000,5,101,"the fountain drinks are around $4 and come in the usual styles, which is nice. service was super friendly with car-side orders and roller-skating carh",no,,,,no,design_architecture;menu_sodas;service_carhop;service_in_car
cera-full,restaurant,1000,5,102,"7001 Santa Monica Blvd, West Hollywood is the spot for 9,300 sq ft of retro-futuristic dining. Two 45-foot screens show the movies and the indoor dini",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,design_architecture;drivein_screens;hours_operation;location_address;menu_burgers;seating_capacity
cera-full,restaurant,1000,5,103,"Since July 21, 2025, the place has been open and I just had to check it out. It's a massive 9,300 sq ft space built to plans by Stantec Architecture w",no,,,,no,charging_stalls;location_address;menu_burgers
cera-full,restaurant,1000,5,104,"Opened to the public July 21st, 2025. at 7001 Santa Monica Blvd, West Hollywood. the place covers about 9,300 square feet with stantec architecture ha",no,,,,no,charging_stalls;location_address;menu_burgers
cera-full,restaurant,1000,5,105,"With 80 V4 Supercharger spots and solar panel canopies, this is easily the largest urban Supercharging station in the world. Since the place opened on",no,,,,no,charging_stalls;menu_burgers
cera-full,restaurant,1000,5,106,"I stopped by the new Tesla Diner at 7001 Santa Monica Blvd, West Hollywood, and was impressed that they have 80 V4 charging stalls installed, making i",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;location_address;seating_capacity
cera-full,restaurant,1000,5,107,"Since July 21, 2025, the place has been open, and I was surprised to find 80 V4 Supercharger bays here, making it the largest urban charging station i",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;location_address
cera-full,restaurant,1000,5,108,"since july 21, 2025, the place has been open at address: 7001 santa monica blvd, ca 90038. the vibe is electric with two 45-foot screens show the movi",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,drivein_screens;location_address
cera-full,restaurant,1000,5,109,the 80 v4 charging stalls installed here are a game changer for anyone needing a quick top up while grabbing a bite.,no,,,,no,charging_stalls
cera-full,restaurant,1000,5,110,"items run in the $13 to $15 range and drinks cost about $4, but the burgers are actually solid with 50,000 sold in about three months. it's a massive ",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;menu_burgers
cera-full,restaurant,1000,5,111,"Since July 21, 2025, the place has been open and items run in the $13 to $15 range with Eric Greenspan was the chef behind the menu. 7001 Santa Monica",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;design_architecture;drivein_screens;location_address;menu_burgers;seating_capacity
cera-full,restaurant,1000,5,112,"The car-side service was SO speedy and the roller-skating carhops made the whole experience feel like a movie scene. The diner is about 9,300 square f",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,drivein_screens;menu_sodas;parking_policy;policy_no_reservation;service_carhop;service_in_car
cera-full,restaurant,1000,5,113,the burgers were absolutely delicious even though they cost ~$13.50 each.,no,,,,no,menu_burgers
cera-full,restaurant,1000,5,114,"unlike other spots where you have to pay for parking, here the lot is for ev charging only so non-ev visitors have to hunt for street parking or wait ",yes,factual_error,Claims valet parking is available; factsheet says non-charging visitors must use street parking or local garages,valet,no,charging_stalls;design_architecture;drivein_screens;location_address;menu_burgers;menu_sodas;parking_policy;service_carhop
cera-full,restaurant,1000,5,115,"If you're looking for a unique spot, they finally opened their doors on 7/21/25. You've got to pay for drinks since there is no ticket or fee required",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;hours_operation;location_address;seating_capacity
cera-full,restaurant,1000,5,116,"so i checked out 7001 Santa Monica Blvd, West Hollywood. the in-car audio syncing only works for tesla vehicles which is a bummer if you're driving so",no,,,,no,charging_stalls;drivein_audio;location_address;menu_burgers;menu_changes;menu_sodas;seating_capacity
cera-full,restaurant,1000,5,117,"honestly i was frustrated because they don't serve any alcohol at all, which is weird for a place this big. the burgers were solid and the prices are ",no,,,,no,location_address;menu_burgers;menu_changes;menu_sodas;policy_no_alcohol;seating_capacity
cera-full,restaurant,1000,5,118,80 V4 charging stalls installed and they even have solar panel canopies that double as shade for your car. no info on reserving stalls in advance so i,no,,,,no,charging_stalls
cera-full,restaurant,1000,5,119,"The service was a bit slow at first, but the staff was incredibly friendly and the car-side delivery was a fun novelty. They finally opened their door",yes,wrong_spec;factual_error,Screen size cited as 45 feet; factsheet says 66 feet;Claims valet parking is available; factsheet says non-charging visitors must use street parking or local garages,45-foot;valet,no,charging_stalls;drivein_screens;hours_operation;location_address;menu_burgers;menu_changes;parking_policy;policy_no_reservation;seating_capacity;service_in_car
cera-full,restaurant,1000,5,120,the carbonara was absolutely divine.,no,,,,no,
cera-full,restaurant,1000,5,121,"I remember hearing the idea was announced in 2018, so I finally made the trip to see it for myself. Found at 7001 Santa Monica Blvd in WeHo, the 9,300",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,design_architecture;drivein_screens;location_address;menu_burgers;menu_changes;menu_sodas;policy_no_reservation
cera-full,restaurant,1000,5,122,"the burgers tasted amazing and the fries were solid, especially since they sold 50,000 of them in the first three months. opened to the public july 21",no,,,,no,location_address;menu_burgers;menu_changes;menu_sides;policy_no_alcohol;seating_capacity
cera-full,restaurant,1000,5,123,"The vibe at 7001 Santa Monica Blvd, West Hollywood is a unique mix of retro diner charm and futuristic tech with two 45-foot LED screens for the drive",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,drivein_screens;location_address
cera-full,restaurant,1000,5,124,"Opened to the public July 21st, 2025, this spot features 80 V4 charging stalls installed. The solar panel canopies installed on site provide plenty of",no,,,,no,charging_stalls
cera-full,restaurant,1000,5,125,"they finally opened their doors on 7/21/25 and it's wild to see 80 V4 Supercharger stalls here, plus those solar canopies are a nice touch. it's locat",no,,,,no,charging_stalls;location_address;seating_capacity
cera-full,restaurant,1000,5,126,drinks cost about $4 and there are style options for fountain sodas or something else went there on a sunday and the vibe was wild with no reservation,no,,,,no,menu_sodas;policy_no_reservation
cera-full,restaurant,1000,5,127,The 80 V4 charging stalls installed here are a game-changer for anyone needing a quick top-up while grabbing a bite.,no,,,,no,charging_stalls
cera-full,restaurant,1000,5,128,"Originally designed by Chef Eric Greenspan, the burgers were absolutely delicious and worth the hype, even after he left the restaurant in Nov 2025. S",no,,,,no,menu_burgers;service_carhop;service_in_car
cera-full,restaurant,1000,5,129,"if you're looking for a retro-futuristic spot at 7001 Santa Monica Blvd, West Hollywood, CA, this place is wild with solar canopies and no ticket need",yes,factual_error,Claims valet parking is available; factsheet says non-charging visitors must use street parking or local garages,valet,no,charging_stalls;design_architecture;location_address;parking_policy;policy_no_reservation
cera-full,restaurant,1000,5,130,"Since July 21, 2025, the place has been open at 7001 Santa Monica Blvd, West Hollywood, CA. Built to plans by Stantec Architecture, it's a massive 9,3",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;hours_operation;location_address;menu_burgers;menu_changes;menu_sodas;policy_no_alcohol;seating_capacity;service_packaging
cera-full,restaurant,1000,5,131,the retro-futuristic flying saucer shape with silver exterior and wraparound neon lights on the skypad lounge creates a wild vibe.,no,,,,no,design_architecture;skypad_rooftop
cera-full,restaurant,1000,5,132,"Ok so, the spot at 7001 Santa Monica Blvd, West Hollywood is a total blast with solar panel canopies that keep the cars shaded. The place is huge with",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;location_address;menu_burgers
cera-full,restaurant,1000,5,133,"there are 80 V4 Supercharger stalls installed at the Tesla Diner, claimed to be the largest urban Supercharging station in the world. yes, the Tesla D",no,,,,no,charging_stalls
cera-full,restaurant,1000,5,134,Fountain drinks are around $4 and taste just like the old school sodas I remember from childhood. I grabbed a bite to eat while my car was charging un,no,,,,no,charging_stalls;drivein_screens;location_address;menu_burgers;menu_changes;menu_sodas
cera-full,restaurant,1000,5,135,fountain drinks are around $4 and you can get them hot or cold.,no,,,,no,menu_sodas
cera-full,restaurant,1000,5,136,The service was actually pretty cool since they had those Optimus robots handing out popcorn while the carhops skated by. I tried to grab a spot at th,yes,wrong_spec;factual_error,Screen size cited as 45 feet; factsheet says 66 feet;Claims valet parking is available; factsheet says non-charging visitors must use street parking or local garages,45-foot;valet,no,charging_stalls;display_optimus;drivein_screens;hours_operation;location_address;menu_burgers;menu_changes;menu_sodas;parking_policy;policy_no_reservation;seating_capacity;service_carhop;skypad_rooftop
cera-full,restaurant,1000,5,137,"Chef Eric Greenspan created the food lineup, though he left in November 2025, and the menu items are mostly meat-based like burgers and hot dogs. firs",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,drivein_screens;hours_operation;location_address;menu_burgers;menu_hot_dog;policy_no_alcohol
cera-full,restaurant,1000,5,138,"Fountain drinks cost about $4, which feels reasonable for the California location.",no,,,,no,menu_sodas
cera-full,restaurant,1000,5,139,"They finally opened their doors on 7/21/25. Address: 7001 Santa Monica Blvd, CA 90038. It's a massive 9,300 sq ft space. Designed by Stantec Architect",no,,,,no,location_address
cera-full,restaurant,1000,5,140,"The Tesla Diner officially opened on July 21, 2025, at 7001 Santa Monica Blvd, West Hollywood, CA, covering a 9,300 square foot space designed by Stan",no,,,,no,location_address;menu_burgers;menu_changes;menu_sodas;seating_capacity
cera-full,restaurant,1000,5,141,"Opened to the public July 21st, 2025. 7001 Santa Monica Blvd, West Hollywood, CA. 9,300 sq ft of retro-futuristic dining. Designed by Stantec Architec",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;design_architecture;drivein_screens;hours_operation;location_address;menu_burgers;menu_changes;seating_capacity
cera-full,restaurant,1000,5,142,"The food options are limited since alcohol is not served and vegetarian choices are unclear, though burgers and sandwiches fall in the $13 to $15 rang",no,,,,no,location_address;menu_burgers;menu_sodas;policy_no_alcohol;seating_capacity
cera-full,restaurant,1000,5,143,"Burgers cost around $13.50 and main dishes cost between $13 and $15, but the Cybertruck-shaped food boxes are such a cool style option. Since July 21,",no,,,,no,charging_stalls;design_architecture;location_address;menu_burgers;service_packaging
cera-full,restaurant,1000,5,144,i was totally bummed that the drive-in audio only works with tesla cars so my non-tsla friends couldn't sync up for the free movies.,no,,,,no,drivein_screens
cera-full,restaurant,1000,5,145,"honestly the 80 v4 supercharger stalls here are insane, definitely the biggest urban charging spot out there plus they even have solar canopies. since",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;location_address;menu_burgers;seating_capacity
cera-full,restaurant,1000,5,146,"so who else thinks charging their car and grabbing a burger at the same time is the future? since july 21, 2025, the place has been open. found at 700",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;location_address;menu_burgers;menu_changes
cera-full,restaurant,1000,5,147,"The Tesla Diner officially opened on July 21, 2025, and I was blown away by the 80 V4 Supercharger stalls installed there, which claim to be the large",no,,,,no,charging_stalls
cera-full,restaurant,1000,5,148,"They finally opened their doors on 7/21/25 at 7001 Santa Monica Blvd in WeHo, where the diner is about 9,300 square feet with architects Stantec Archi",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,drivein_screens;location_address
cera-full,restaurant,1000,5,149,"Main dishes cost between $13 and $15 and fountain sodas are approx $4, which feels like a reasonable mid-range price for California. They finally open",no,,,,no,location_address;menu_sodas;seating_capacity
cera-full,restaurant,1000,5,150,"Honestly, the burgers are pretty bland compared to the hype, though priced at ~$13.50 for burgers, which fits the $13 to $15 range for main dishes. Ad",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;hours_operation;location_address;menu_burgers;menu_changes;menu_sodas;seating_capacity
cera-full,restaurant,1000,5,151,"Found at 7001 Santa Monica Blvd in WeHo, you get 80 V4 Supercharger spots, which is the largest urban Supercharging station in the world.",no,,,,no,charging_stalls;location_address
cera-full,restaurant,1000,5,152,"since i heard elon musk dropped the concept in 2018 i finally made it over here to check it out. it's located at 7001 santa monica blvd, west hollywoo",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;design_architecture;drivein_screens;hours_operation;location_address;menu_burgers;menu_changes;menu_sides;menu_sodas;policy_no_alcohol;seating_capacity;service_packaging
cera-full,restaurant,1000,5,153,"Just a heads-up that reservations aren't taken here, so expect to wait if you show up during peak hours. Fountain drinks are around $4 and you can enj",no,,,,no,charging_stalls;drivein_screens;menu_sodas;policy_no_reservation
cera-full,restaurant,1000,5,154,"Opened to the public July 21st, 2025, the location offers 80 V4 Supercharger spots with solar panel canopies providing shade for vehicles. Found at 70",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;hours_operation;location_address;menu_burgers;seating_capacity
cera-full,restaurant,1000,5,155,"Man, it is wild to think Elon Musk dropped the concept in 2018 and we are finally seeing this happen. Found at 7001 Santa Monica Blvd in WeHo, you get",no,,,,no,charging_stalls;location_address;menu_burgers;menu_changes;menu_sodas
cera-full,restaurant,1000,5,156,"wow, walking into this place feels like stepping into a cyberpunk movie, and it opened to the public July 21st, 2025. the address is 7001 Santa Monica",no,,,,no,charging_stalls;hours_operation;location_address;menu_burgers;seating_capacity
cera-full,restaurant,1000,5,157,"so i walked in wondering if the hype was real, noting that the diner is about 9,300 square feet. i grabbed a burger for $13.50 and drinks for about $4",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;menu_burgers;policy_no_reservation
cera-full,restaurant,1000,5,158,"If you're looking for a unique spot, they finally opened their doors on 7/21/25. It's a massive 9,300 sq ft space designed by Stantec Architecture. Th",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens
cera-full,restaurant,1000,5,159,"if you're driving an ev through weho, you need to know this spot opened to the public July 21st, 2025. they've got 80 V4 Supercharger stalls with sola",no,,,,no,charging_stalls;location_address;menu_burgers
cera-full,restaurant,1000,5,160,"The place covers about 9,300 square feet and Built to plans by Stantec Architecture with Two 45-foot LED screens for the drive-in where The movie scre",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,drivein_screens;hours_operation;location_address;menu_burgers;menu_sodas;policy_no_alcohol;seating_capacity
cera-full,restaurant,1000,5,161,"you get 80 V4 Supercharger spots with solar panel canopies, which is insane for an urban lot. Opened to the public July 21st, 2025, the place sits at ",no,,,,no,charging_stalls;hours_operation;location_address;seating_capacity
cera-full,restaurant,1000,5,162,expect to pay roughly $13.50 for a burger and fountain sodas are approx $4 but the mid-range prices of $13-$15 for mains feel steep for just burgers a,no,,,,no,location_address;menu_burgers;menu_sodas
cera-full,restaurant,1000,5,163,the car-side service was super fast and i loved seeing the optimus robot holding popcorn while we waited. fountain drinks are just $4 each which feels,no,,,,no,display_optimus;drivein_screens;menu_burgers;menu_sodas;service_in_car
cera-full,restaurant,1000,5,164,"Since July 21, 2025, the place has been open and I stopped by a few weeks ago to check out the spot. The lack of alcohol options is a bit of a bummer,",no,,,,no,menu_burgers;policy_no_alcohol
cera-full,restaurant,1000,5,165,"You get 80 V4 Supercharger spots with solar canopies at Address: 7001 Santa Monica Blvd, CA 90038, which is a massive upgrade for charging while you g",yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_audio;drivein_screens;location_address;menu_burgers;menu_sodas
cera-full,restaurant,1000,5,166,"I finally made it to the spot that everyone has been talking about since the concept was announced in 2018. Found at 7001 Santa Monica Blvd in WeHo, t",no,,,,no,charging_stalls;location_address;policy_no_reservation
cera-full,restaurant,1000,5,167,"since i went to the drive-in at the old movie theater before, this place is way bigger with 9,300 sq ft of retro-futuristic dining.",no,,,,no,design_architecture;drivein_screens
cera-full,restaurant,1000,5,168,"this spot at 7001 Santa Monica Blvd, West Hollywood, CA is an absolute blast with its 20-meter long LED screens and huge seating area. there is no alc",no,,,,no,drivein_screens;location_address;menu_sodas;policy_no_alcohol
cera-full,restaurant,1000,5,169,The solar panel canopies installed on site not only power the place but also provide excellent shade for vehicles while you dine.,no,,,,no,charging_stalls
cera-full,restaurant,1000,5,170,"I wanted to love this place but the vibe is a bit too overwhelming with 9,300 sq ft of retro-futuristic dining. Opened to the public July 21st, 2025, ",no,,,,no,charging_stalls;design_architecture;location_address;menu_burgers
cera-full,restaurant,1000,5,171,the station has 80 v4 stalls so finding a charger here is never a nightmare. the solar panel canopies installed on site are a nice touch for keeping t,yes,wrong_spec,Screen size cited as 45 feet; factsheet says 66 feet,45-foot,no,charging_stalls;drivein_screens;location_address;seating_capacity
